name,symbol,country,industry,Market Capitalization,Total Revenue ,Shares Outstanding (mm)
Shimizu Corporation ,1803.TSE,Japan,Construction and Engineering,5129,13767,731
Trend Micro Incorporated ,4704.TSE,Japan,Systems Software,5125,1646,135
Hoshizaki Corporation ,6465.TSE,Japan,Industrial Machinery and Supplies and Components,5112,2455,145
Hyundai Glovis Co. Ltd. ,086280.KO,South Korea,Air Freight and Logistics,5103,20243,38
McDonald's Holdings Company (Japan) Ltd. ,2702.TSE,Japan,Restaurants,5101,2535,133
LG H&H Co. Ltd. ,051900.KO,South Korea,Personal Care Products,5101,5444,17
Yokogawa Electric Corporation ,6841.TSE,Japan,Electronic Equipment and Instruments,5052,3328,262
BayCurrent Consulting Inc. ,6532.TSE,Japan,Research and Consulting Services,5043,575,153
Mitsui Chemicals Inc. ,4183.TSE,Japan,Commodity Chemicals,5009,12528,190
SK Biopharmaceuticals Co. Ltd. ,326030.KO,South Korea,Pharmaceuticals,4982,220,78
EVA Airways Corp. ,2618.TW,Taiwan,Passenger Airlines,4961,5380,5369
Sojitz Corporation ,2768.TSE,Japan,Trading Companies and Distributors,4960,17151,211
Hanwha Ocean Co. Ltd. ,042660.KO,South Korea,Construction Machinery and Heavy Transportation Equipment,4953,4321,217
Kumyang Co. Ltd. ,001570.KO,South Korea,Commodity Chemicals,4947,132,56
Samsung Heavy Industries Co. Ltd. ,010140.KO,South Korea,Construction Machinery and Heavy Transportation Equipment,4942,5000,854
Tokyo Century Corporation ,8439.TSE,Japan,Specialized Finance,4932,9260,122
Yang Ming Marine Transport Corporation ,2609.TW,Taiwan,Marine Transportation,4929,7435,3492
Asahi Intecc Co. Ltd. ,7747.TSE,Japan,Health Care Supplies,4782,623,272
Far Eastern New Century Corporation ,1402.TW,Taiwan,Industrial Conglomerates,4779,8217,5352
Niterra Co. Ltd. ,5334.TSE,Japan,Automotive Parts and Equipment,4712,3966,203
Koito Manufacturing Co. Ltd. ,7276.TSE,Japan,Automotive Parts and Equipment,4707,6206,308
Iida Group Holdings Co. Ltd. ,3291.TSE,Japan,Homebuilding,4697,9900,280
eMemory Technology Inc. ,3529.TWO,Taiwan,Semiconductors,4670,98,75
Fukuoka Financial Group Inc. ,8354.TSE,Japan,Regional Banks,4651,1946,188
Lawson Inc. ,2651.TSE,Japan,Food Retail,4647,7349,100
SCREEN Holdings Co. Ltd. ,7735.TSE,Japan,Semiconductor Materials and Equipment,4644,3173,95
Shizuoka Financial GroupInc. ,5831.TSE,Japan,Regional Banks,4634,1643,555
Walsin Lihwa Corporation ,1605.TW,Taiwan,Electrical Components and Equipment,4607,6016,4031
Nippon Express HoldingsInc. ,9147.TSE,Japan,Air Freight and Logistics,4604,16956,88
Yamaha Corporation ,7951.TSE,Japan,Leisure Products,4576,3124,169
Sumco Corporation ,3436.TSE,Japan,Semiconductor Materials and Equipment,4554,3142,350
Japan Metropolitan Fund Investment Corporation ,8953.TSE,Japan,Retail REITs,4520,606,7
Sumitomo Chemical Company Limited ,4005.TSE,Japan,Diversified Chemicals,4503,18566,1636
ABC-MartInc. ,2670.TSE,Japan,Apparel Retail,4501,2215,248
Koei Tecmo Holdings Co. Ltd. ,3635.TSE,Japan,Interactive Home Entertainment,4492,540,316
Tokyu Fudosan Holdings Corporation ,3289.TSE,Japan,Diversified Real Estate Activities,4462,7184,710
Shin Kong Financial Holding Co. Ltd. ,2888.TW,Taiwan,Life and Health Insurance,4459,7207,15488
Elite Material Co. Ltd. ,2383.TW,Taiwan,Electronic Components,4425,1133,333
MISUMI Group Inc. ,9962.TSE,Japan,Industrial Machinery and Supplies and Components,4414,2559,281
GLP J-REIT ,3281.TSE,Japan,Industrial REITs,4406,351,5
Nomura Real Estate Holdings Inc. ,3231.TSE,Japan,Diversified Real Estate Activities,4402,4595,174
Asia Cement Corporation ,1102.TW,Taiwan,Construction Materials,4378,2776,3547
Samsung Engineering Co. Ltd. ,028050.KO,South Korea,Construction and Engineering,4376,8137,196
Ebara Corporation ,6361.TSE,Japan,Industrial Machinery and Supplies and Components,4354,5065,92
SK Square Co. Ltd. ,402340.KO,South Korea,Industrial Conglomerates,4350,1803,139
Isetan Mitsukoshi Holdings Ltd. ,3099.TSE,Japan,Broadline Retail,4320,3489,382
Voltronic Power Technology Corp. ,6409.TW,Taiwan,Electrical Components and Equipment,4319,706,88
Micro-Star International Co. Ltd. ,2377.TW,Taiwan,Technology Hardware Storage and Peripherals,4303,5270,845
Lotte Chemical Corporation ,011170.KO,South Korea,Commodity Chemicals,4299,16282,43
Oji Holdings Corporation ,3861.TSE,Japan,Paper Products,4299,11950,991
Toto Ltd. ,5332.TSE,Japan,Building Products,4295,4871,170
L&F Co. Ltd. ,066970.KQ,South Korea,Electronic Components,4288,3950,34
Cheng Shin Rubber Ind. Co. Ltd. ,2105.TW,Taiwan,Tires and Rubber,4278,3142,3241
LG Innotek Co. Ltd. ,011070.KO,South Korea,Electronic Components,4270,15351,24
The Bank of Kyoto Ltd. ,8369.TSE,Japan,Regional Banks,4231,772,74
Kawasaki Heavy Industries Ltd. ,7012.TSE,Japan,Industrial Machinery and Supplies and Components,4222,12315,168
Wan Hai Lines Ltd. ,2615.TW,Taiwan,Marine Transportation,4209,4920,2806
KOSÉ Corporation ,4922.TSE,Japan,Personal Care Products,4173,2095,57
Sega Sammy Holdings Inc. ,6460.TSE,Japan,Leisure Products,4168,2985,221
Keio Corporation ,9008.TSE,Japan,Rail Transportation,4161,2464,122
Compal Electronics Inc. ,2324.TW,Taiwan,Technology Hardware Storage and Peripherals,4154,31861,4357
Eclat Textile Co. Ltd. ,1476.TW,Taiwan,Textiles,4150,1048,274
Square Enix Holdings Co. Ltd. ,9684.TSE,Japan,Interactive Home Entertainment,4130,2449,120
Open House Group Co. Ltd. ,3288.TSE,Japan,Homebuilding,4127,7407,121
Tosoh Corporation ,4042.TSE,Japan,Commodity Chemicals,4115,7281,318
Brother Industries Ltd. ,6448.TSE,Japan,Technology Hardware Storage and Peripherals,4106,5643,256
COSMOS Pharmaceutical Corporation ,3349.TSE,Japan,Drug Retail,4087,5924,40
GMO Payment Gateway Inc. ,3769.TSE,Japan,Transaction and Payment Processing Services,4073,417,76
NGK Insulators Ltd. ,5333.TSE,Japan,Industrial Machinery and Supplies and Components,4072,3939,306
Asia Vital Components Co. Ltd. ,3017.TW,Taiwan,Technology Hardware Storage and Peripherals,4059,1808,383
Sharp Corporation ,6753.TSE,Japan,Consumer Electronics,4046,17479,649
Azbil Corporation ,6845.TSE,Japan,Electronic Equipment and Instruments,4043,1961,132
Kakao Pay Corp. ,377300.KO,South Korea,Transaction and Payment Processing Services,4033,421,134
Toyo Suisan Kaisha Ltd. ,2875.TSE,Japan,Packaged Foods and Meats,4033,3070,102
Kuraray Co. Ltd. ,3405.TSE,Japan,Commodity Chemicals,4032,5390,335
Daiwa House REIT Investment Corporation ,8984.TSE,Japan,Diversified REITs,4015,432,2
Hirose Electric Co.Ltd. ,6806.TSE,Japan,Electronic Components,3988,1225,34
Yuhan Corporation ,000100.KO,South Korea,Pharmaceuticals,3985,1383,71
China Airlines Ltd. ,2610.TW,Taiwan,Passenger Airlines,3965,5343,6022
DB Insurance Co. Ltd. ,005830.KO,South Korea,Property and Casualty Insurance,3962,15473,60
USS Co. Ltd. ,4732.TSE,Japan,Automotive Retail,3943,633,240
Macquarie Korea Infrastructure Fund ,088980.KO,South Korea,Investment Banking and Brokerage,3927,279,436
Kurita Water Industries Ltd. ,6370.TSE,Japan,Industrial Machinery and Supplies and Components,3918,2493,112
AUO Corporation ,2409.TW,Taiwan,Electronic Components,3905,6959,7668
Hanwha Aerospace Co. Ltd. ,012450.KO,South Korea,Aerospace and Defense,3904,5801,51
SK IE Technology Co. Ltd. ,361610.KO,South Korea,Specialty Chemicals,3894,461,71
Japan Airport Terminal Co. Ltd. ,9706.TSE,Japan,Airport Services,3879,966,93
Catcher Technology Co. Ltd. ,2474.TW,Taiwan,Technology Hardware Storage and Peripherals,3856,826,680
Yamazaki Baking Co. Ltd. ,2212.TSE,Japan,Packaged Foods and Meats,3847,7696,206
SK bioscience Co.Ltd. ,302440.KO,South Korea,Biotechnology,3836,534,77
SBI Shinsei Bank Limited ,8303.TSE,Japan,Regional Banks,3796,2576,205
Nisshin Seifun Group Inc. ,2002.TSE,Japan,Packaged Foods and Meats,3788,5655,297
HANMI Semiconductor Co. Ltd. ,042700.KO,South Korea,Semiconductor Materials and Equipment,3786,165,97
Hyundai Autoever Corporation ,307950.KO,South Korea,IT Consulting and Other Services,3777,2266,27
Doosan Bobcat Inc. ,241560.KO,South Korea,Construction Machinery and Heavy Transportation Equipment,3770,7471,100
Sanrio Company Ltd. ,8136.TSE,Japan,Other Specialty Retail,3765,547,81
Hanwha Solutions Corporation ,009830.KO,South Korea,Commodity Chemicals,3759,10659,172
momo.com Inc. ,8454.TW,Taiwan,Broadline Retail,3747,3423,240
Persol Holdings Co. Ltd. ,2181.TSE,Japan,Human Resource and Employment Services,3746,8774,2275
ORION Corp. ,271560.KO,South Korea,Packaged Foods and Meats,3743,2255,40
Acom Co. Ltd. ,8572.TSE,Japan,Consumer Finance,3712,1924,1567
Hanon Systems ,018880.KO,South Korea,Automotive Parts and Equipment,3710,7069,534
Yulon Finance Corporation ,9941.TW,Taiwan,Consumer Finance,3694,1262,648
Hyundai Steel Company ,004020.KO,South Korea,Steel,3694,20126,132
Nikon Corporation ,7731.TSE,Japan,Consumer Electronics,3677,4431,346
SHIMAMURA Co. Ltd. ,8227.TSE,Japan,Apparel Retail,3638,4543,37
Chroma ATE Inc. ,2360.TW,Taiwan,Electronic Equipment and Instruments,3632,691,424
Toei Animation Co.Ltd. ,4816.TSE,Japan,Movies and Entertainment,3611,618,41
Welcia Holdings Co. Ltd. ,3141.TSE,Japan,Drug Retail,3594,8409,207
MediPal Holdings Corporation ,7459.TSE,Japan,Health Care Distributors,3577,23574,213
Hankook Tire & Technology Co. Ltd. ,161390.KO,South Korea,Tires and Rubber,3565,6781,122
WT Microelectronics Co. Ltd. ,3036.TW,Taiwan,Technology Distributors,3538,17668,1022
Innolux Corporation ,3481.TW,Taiwan,Electronic Components,3522,6308,8625
Toyota Boshoku Corporation ,3116.TSE,Japan,Automotive Parts and Equipment,3512,11960,187
Korea Aerospace Industries Ltd. ,047810.KO,South Korea,Aerospace and Defense,3511,2111,98
Mercari Inc. ,4385.TSE,Japan,Broadline Retail,3504,1190,163
HASEKO Corporation ,1808.TSE,Japan,Homebuilding,3496,7311,273
Amada Co. Ltd. ,6113.TSE,Japan,Industrial Machinery and Supplies and Components,3494,2616,346
Socionext Inc. ,6526.TSE,Japan,Semiconductors,3479,1482,36
PharmaEssentia Corporation ,6446.TWO,Taiwan,Biotechnology,3465,122,331
LG Display Co. Ltd. ,034220.KO,South Korea,Electronic Components,3462,17632,358
Vanguard International Semiconductor Corporation ,5347.TWO,Taiwan,Semiconductors,3461,1314,1639
CJ Cheiljedang Corporation ,097950.KO,South Korea,Packaged Foods and Meats,3461,22682,16
HD Hyundai Co. Ltd. ,267250.KO,South Korea,Oil and Gas Refining and Marketing,3458,49120,71
Kobayashi Pharmaceutical Co. Ltd. ,4967.TSE,Japan,Personal Care Products,3453,1166,76
JGC Holdings Corporation ,1963.TSE,Japan,Construction and Engineering,3432,4624,241
Taisho Pharmaceutical Holdings Co. Ltd. ,4581.TSE,Japan,Pharmaceuticals,3427,2166,82
TECO Electric & Machinery Co. Ltd. ,1504.TW,Taiwan,Electrical Components and Equipment,3406,1920,2109
Santen Pharmaceutical Co. Ltd. ,4536.TSE,Japan,Pharmaceuticals,3405,1977,367
Ryohin Keikaku Co. Ltd. ,7453.TSE,Japan,Broadline Retail,3402,4017,264
Tohoku Electric Power Company Incorporated ,9506.TSE,Japan,Electric Utilities,3400,21320,500
Canon Marketing Japan Inc. ,8060.TSE,Japan,Technology Distributors,3397,4157,130
Kyushu Railway Company ,9142.TSE,Japan,Rail Transportation,3396,2702,157
Acer Incorporated ,2353.TW,Taiwan,Technology Hardware Storage and Peripherals,3383,7554,3001
Cosmo Advanced Materials & Technology Co. Ltd. ,005070.KO,South Korea,Technology Hardware Storage and Peripherals,3380,503,31
LIXIL Corporation ,5938.TSE,Japan,Building Products,3375,10339,287
Taiwan Business Bank Ltd. ,2834.TW,Taiwan,Diversified Banks,3371,939,8222
Powerchip Semiconductor Manufacturing Corp. ,6770.TW,Taiwan,Semiconductors,3355,1797,4069
Ncsoft Corporation ,036570.KO,South Korea,Interactive Home Entertainment,3335,1573,20
Synnex Technology International Corporation ,2347.TW,Taiwan,Technology Distributors,3320,12958,1668
Gold Circuit Electronics Ltd. ,2368.TW,Taiwan,Electronic Components,3318,974,487
The Yokohama Rubber Co. Ltd. ,5101.TSE,Japan,Tires and Rubber,3305,6309,161
Taiyo Yuden Co. Ltd. ,6976.TSE,Japan,Electronic Components,3304,2147,125
Tsuruha Holdings Inc. ,3391.TSE,Japan,Drug Retail,3294,6786,49
LG Uplus Corp. ,032640.KO,South Korea,Integrated Telecommunication Services,3286,10692,430
JTEKT Corporation ,6473.TSE,Japan,Automotive Parts and Equipment,3286,12118,343
Kansai Paint Co. Ltd. ,4613.TSE,Japan,Specialty Chemicals,3280,3632,226
ORIX JREIT Inc. ,8954.TSE,Japan,Office REITs,3260,381,3
ASPEED Technology Inc. ,5274.TWO,Taiwan,Semiconductors,3248,128,38
Ito En Ltd. ,2593.TSE,Japan,Soft Drinks and Non-alcoholic Beverages,3225,3093,121
IHI Corporation ,7013.TSE,Japan,Industrial Machinery and Supplies and Components,3222,9594,151
Sundrug Co.Ltd. ,9989.TSE,Japan,Drug Retail,3214,4884,117
Alfresa Holdings Corporation ,2784.TSE,Japan,Health Care Distributors,3211,19006,194
Kyushu Electric Power Company Incorporated ,9508.TSE,Japan,Electric Utilities,3210,15777,473
NOF Corporation ,4403.TSE,Japan,Diversified Chemicals,3206,1487,80
Tatung Co. Ltd. ,2371.TW,Taiwan,Electrical Components and Equipment,3199,1425,2320
Cosmo Energy Holdings Co. Ltd. ,5021.TSE,Japan,Oil and Gas Refining and Marketing,3190,18937,87
F&F Co. Ltd ,383220.KO,South Korea,Apparel Accessories and Luxury Goods,3181,1445,38
United Urban Investment Corporation ,8960.TSE,Japan,Diversified REITs,3180,359,3
Sumitomo Heavy Industries Ltd. ,6302.TSE,Japan,Industrial Machinery and Supplies and Components,3179,8470,123
SHIFT Inc. ,3697.TSE,Japan,IT Consulting and Other Services,3167,581,18
WPG Holdings Limited ,3702.TW,Taiwan,Technology Distributors,3160,21424,1679
Advance Residence Investment Corporation ,3269.TSE,Japan,Multi-Family Residential REITs,3156,275,1
Skylark Holdings Co. Ltd. ,3197.TSE,Japan,Restaurants,3152,2296,228
Yamato Kogyo Co. Ltd. ,5444.TSE,Japan,Steel,3144,1217,64
Tripod Technology Corporation ,3044.TW,Taiwan,Electronic Components,3142,1910,526
Winbond Electronics Corporation ,2344.TW,Taiwan,Semiconductors,3127,2493,3980
Marui Group Co. Ltd. ,8252.TSE,Japan,Consumer Finance,3125,1524,189
Sohgo Security Services Co.Ltd. ,2331.TSE,Japan,Security and Alarm Services,3104,3457,506
NH Foods Ltd. ,2282.TSE,Japan,Packaged Foods and Meats,3091,8787,103
OBIC Business Consultants Co. Ltd. ,4733.TSE,Japan,Application Software,3070,239,75
Lien Hwa Industrial Holdings Corporation ,1229.TW,Taiwan,Packaged Foods and Meats,3057,393,1577
Goldwin Inc. ,8111.TSE,Japan,Apparel Accessories and Luxury Goods,3035,810,45
Electric Power Development Co. Ltd. ,9513.TSE,Japan,Independent Power Producers and Energy Traders,3024,12449,183
Hyundai Engineering & Construction Co. Ltd. ,000720.KO,South Korea,Construction and Engineering,3020,18760,112
Toyo Seikan Group Holdings Ltd. ,5901.TSE,Japan,Metal Glass and Plastic Containers,3011,6334,182
Hakuhodo DY Holdings Inc ,2433.TSE,Japan,Advertising,2998,6895,367
Iwatani Corporation ,8088.TSE,Japan,Oil and Gas Storage and Transportation,2985,6255,58
Kinden Corporation ,1944.TSE,Japan,Construction and Engineering,2983,4195,203
Resonac Holdings Corporation ,4004.TSE,Japan,Diversified Chemicals,2966,9356,181
Nagoya Railroad Co. Ltd. ,9048.TSE,Japan,Rail Transportation,2964,3924,197
Sanwa Holdings Corporation ,5929.TSE,Japan,Building Products,2957,4159,221
Mebuki Financial GroupInc. ,7167.TSE,Japan,Regional Banks,2956,1970,1038
Sumitomo Rubber Industries Ltd. ,5110.TSE,Japan,Tires and Rubber,2954,7938,263
Tokyo Tatemono Co. Ltd. ,8804.TSE,Japan,Diversified Real Estate Activities,2915,2176,209
Air Water Inc. ,4088.TSE,Japan,Industrial Gases,2898,6987,228
Macnica Holdings Inc. ,3132.TSE,Japan,Technology Distributors,2891,7376,61
King Yuan Electronics Co. Ltd. ,2449.TW,Taiwan,Semiconductors,2886,1085,1223
Toyoda Gosei Co. Ltd. ,7282.TSE,Japan,Automotive Parts and Equipment,2885,6928,130
Seibu Holdings Inc. ,9024.TSE,Japan,Rail Transportation,2873,3052,301
Nippon Shinyaku Co. Ltd. ,4516.TSE,Japan,Pharmaceuticals,2871,1007,67
Keihan Holdings Co. Ltd. ,9045.TSE,Japan,Industrial Conglomerates,2868,1808,107
Sino-American Silicon Products Inc. ,5483.TWO,Taiwan,Semiconductor Materials and Equipment,2858,2697,586
Nichirei Corporation ,2871.TSE,Japan,Packaged Foods and Meats,2855,4635,128
International Games System Co.Ltd. ,3293.TWO,Taiwan,Interactive Home Entertainment,2853,416,141
HLB Co. Ltd. ,028300.KQ,South Korea,Health Care Supplies,2850,61,129
Lotes Co. Ltd ,3533.TW,Taiwan,Electronic Components,2846,826,111
Rakuten Bank Ltd. ,5838.TSE,Japan,Diversified Banks,2842,793,175
Internet Initiative Japan Inc. ,3774.TSE,Japan,Integrated Telecommunication Services,2838,1770,177
The Hachijuni Bank Ltd. ,8359.TSE,Japan,Regional Banks,2825,1165,494
Nien Made Enterprise Co. LTD. ,8464.TW,Taiwan,Home Furnishings,2821,851,293
Mitsubishi Gas Chemical Company Inc. ,4182.TSE,Japan,Diversified Chemicals,2817,5355,205
Hisamitsu Pharmaceutical Co. Inc. ,4530.TSE,Japan,Pharmaceuticals,2816,959,78
Lion Corporation ,4912.TSE,Japan,Household Products,2802,2750,285
Kadokawa Corporation ,9468.TSE,Japan,Publishing,2788,1729,138
Ruentex Development Co.Ltd. ,9945.TW,Taiwan,Real Estate Development,2788,1015,2550
GS Holdings Corp. ,078930.KO,South Korea,Industrial Conglomerates,2782,20914,95
TBS HoldingsInc. ,9401.TSE,Japan,Broadcasting,2768,2586,165
AEON Mall Co. Ltd. ,8905.TSE,Japan,Real Estate Operating Companies,2764,2917,228
Phison Electronics Corp. ,8299.TWO,Taiwan,Semiconductors,2755,1506,195
NSK Ltd. ,6471.TSE,Japan,Industrial Machinery and Supplies and Components,2754,6273,483
Invincible Investment Corporation ,8963.TSE,Japan,Hotel and Resort REITs,2751,193,7
Hanmi Pharm. Co. Ltd. ,128940.KO,South Korea,Pharmaceuticals,2745,1061,12
JYP Entertainment Corporation ,035900.KQ,South Korea,Movies and Entertainment,2744,365,33
Yulon Motor Company Ltd. ,2201.TW,Taiwan,Automobile Manufacturers,2739,2530,1063
Hotai Finance Co. Ltd. ,6592.TW,Taiwan,Consumer Finance,2732,738,667
Qisda Corporation ,2352.TW,Taiwan,Technology Hardware Storage and Peripherals,2727,7018,1967
Jentech Precision Industrial Co. Ltd ,3653.TW,Taiwan,Semiconductors,2725,396,141
J. Front Retailing Co. Ltd. ,3086.TSE,Japan,Broadline Retail,2716,2657,262
Pola Orbis Holdings Inc. ,4927.TSE,Japan,Personal Care Products,2683,1199,221
Rinnai Corporation ,5947.TSE,Japan,Household Appliances,2681,2905,143
CyberAgent Inc. ,4751.TSE,Japan,Advertising,2652,4919,506
NS Solutions Corporation ,2327.TSE,Japan,IT Consulting and Other Services,2646,2043,92
NH Investment & Securities Co. Ltd. ,005940.KO,South Korea,Investment Banking and Brokerage,2633,6147,350
INFRONEER Holdings Inc. ,5076.TSE,Japan,Construction and Engineering,2624,4983,251
Pou Chen Corporation ,9904.TW,Taiwan,Footwear,2622,8321,2947
ALTEOGEN Inc. ,196170.KQ,South Korea,Biotechnology,2601,53,52
Nifco Inc. ,7988.TSE,Japan,Automotive Parts and Equipment,2600,2332,100
Chicony Electronics Co. Ltd. ,2385.TW,Taiwan,Technology Hardware Storage and Peripherals,2592,3412,723
Mirae Asset Securities Co. Ltd. ,006800.KO,South Korea,Diversified Capital Markets,2591,10519,606
Stanley Electric Co. Ltd. ,6923.TSE,Japan,Automotive Parts and Equipment,2579,3157,162
