symbol,name,country,industry,shares,currency,indicies
009540.KO,Korea Shipbuilding & Offshore Engineering Co. Ltd.,South Korea,Construction Machinery and Heavy Transportation Equipment,"70,773,116",KRW,[]
033270.KO,Korea United Pharm Inc.,South Korea,Pharmaceuticals,"16,244,822",KRW,[]
003690.KO,Korean Reinsurance Company,South Korea,Reinsurance,"140,822,939",KRW,[]
7868.TSE,KOSAIDO Holdings Co. Ltd.,Japan,Commercial Printing,"26,938,400",JPY,[]
2157.TSE,Koshidaka Holdings Co. Ltd.,Japan,Leisure Facilities,"81,532,704",JPY,[consumer-50]
2222.TSE,Kotobuki Spirits Co. Ltd.,Japan,Packaged Foods and Meats,"155,596,000",JPY,[]
9274.TSE,Kpp Group Holdings Co. Ltd.,Japan,Trading Companies and Distributors,"71,691,696",JPY,[]
5352.TSE,Krosaki Harima Corporation,Japan,Construction Materials,"8,420,900",JPY,[]
9856.TSE,Ku Holdings Co.Ltd.,Japan,Automotive Retail,"32,141,500",JPY,[consumer-50]
007690.KO,Kukdo Chemical Co. Ltd.,South Korea,Commodity Chemicals,"9,010,616",KRW,[]
1861.TSE,Kumagai Gumi Co.Ltd.,Japan,Construction and Engineering,"43,451,900",JPY,[]
073240.KO,Kumho Tire Co. Inc.,South Korea,Tires and Rubber,"287,260,287",KRW,[]
4996.TSE,Kumiai Chemical Industry Co. Ltd.,Japan,Fertilizers and Agricultural Chemicals,"120,159,000",JPY,[]
001570.KO,Kumyang Co. Ltd.,South Korea,Commodity Chemicals,"58,050,037",KRW,[]
1537.TW,Kung Long Batteries Industrial Co.Ltd,Taiwan,Electrical Components and Equipment,"82,064,000",TWD,[]
8936.TWO,Kuo Toong International Co. Ltd.,Taiwan,Construction and Engineering,"248,078,000",TWD,[]
2695.TSE,Kura SushiInc.,Japan,Restaurants,"39,743,700",JPY,[]
3106.TSE,Kurabo Industries Ltd.,Japan,Textiles,"18,814,000",JPY,[]
3405.TSE,Kuraray Co. Ltd.,Japan,Commodity Chemicals,"334,758,016",JPY,[]
4023.TSE,Kureha Corporation,Japan,Commodity Chemicals,"18,878,500",JPY,[]
6370.TSE,Kurita Water Industries Ltd.,Japan,Industrial Machinery and Supplies and Components,"112,402,000",JPY,[]
3549.TSE,Kusuri No Aoki Holdings Co. Ltd.,Japan,Consumer Staples Merchandise Retail,"31,532,000",JPY,[consumer-50]
8916.TWO,Kwong Lung Enterprise Co. Ltd.,Taiwan,Home Furnishings,"148,728,992",TWD,[]
7242.TSE,KYB Corporation,Japan,Automotive Parts and Equipment,"25,138,800",JPY,[]
5440.TSE,Kyoei Steel Ltd.,Japan,Steel,"43,459,000",JPY,[]
7226.TSE,Kyokuto Kaihatsu Kogyo Co.Ltd.,Japan,Construction Machinery and Heavy Transportation Equipment,"38,250,500",JPY,[]
9616.TSE,Kyoritsu Maintenance Co. Ltd.,Japan,Hotels Resorts and Cruise Lines,"39,000,000",JPY,[]
1959.TSE,Kyudenko Corporation,Japan,Construction and Engineering,"70,845,200",JPY,[]
009450.KO,Kyung Dong Navien Co. Ltd.,South Korea,Building Products,"14,568,592",KRW,[]
9508.TSE,Kyushu Electric Power Company Incorporated,Japan,Electric Utilities,"472,769,984",JPY,[]
7180.TSE,Kyushu Financial GroupInc.,Japan,Regional Banks,"432,612,992",JPY,[]
9142.TSE,Kyushu Railway Company,Japan,Rail Transportation,"157,120,000",JPY,[]
290650.KQ,L&C Bio Co. Ltd,South Korea,Biotechnology,"22,684,891",KRW,[]
066970.KQ,L&F Co. Ltd.,South Korea,Electronic Components,"36,247,825",KRW,[tech-100]
6139.TW,L&K Engineering Co. Ltd.,Taiwan,Diversified Support Services,"225,540,992",TWD,[]
084650.KQ,LabGenomics Co. Ltd.,South Korea,Biotechnology,"74,239,990",KRW,[]
281740.KQ,Lake Materials Co. Ltd.,South Korea,Commodity Chemicals,"65,730,548",KRW,[]
6245.TWO,Lanner Electronics Inc.,Taiwan,Communications Equipment,"118,042,000",TWD,[tech-100]
1444.TW,Lealea Enterprise Co. Ltd.,Taiwan,Textiles,"984,390,016",TWD,[]
141080.KQ,LegoChem Biosciences Inc.,South Korea,Life Sciences Tools and Services,"26,489,964",KRW,[]
2472.TW,Lelon Electronics Corp.,Taiwan,Electronic Components,"164,735,008",TWD,[tech-100]
8848.TSE,Leopalace21 Corporation,Japan,Real Estate Operating Companies,"317,695,008",JPY,[]
093050.KO,LF Corp.,South Korea,Apparel Accessories and Luxury Goods,"29,240,000",KRW,[consumer-50]
011070.KO,LG Innotek Co. Ltd.,South Korea,Electronic Components,"23,667,107",KRW,[tech-100]
032640.KO,LG Uplus Corp.,South Korea,Integrated Telecommunication Services,"436,611,361",KRW,[]
1231.TW,Lian Hwa Foods Corporation,Taiwan,Packaged Foods and Meats,"246,656,000",TWD,[]
1229.TW,Lien Hwa Industrial Holdings Corporation,Taiwan,Packaged Foods and Meats,"1,577,360,000",TWD,[]
8194.TSE,Life Corporation,Japan,Food Retail,"47,012,200",JPY,[consumer-50]
2585.TSE,Lifedrink Company Inc.,Japan,Soft Drinks and Non-alcoholic Beverages,"12,995,600",JPY,[consumer-50]
7157.TSE,Lifenet Insurance Company,Japan,Life and Health Insurance,"69,779,504",JPY,[]
079550.KO,LIG Nex1 Co. Ltd.,South Korea,Aerospace and Defense,"22,000,000",KRW,[]
6696.TWO,Lin BioScience Inc.,Taiwan,Biotechnology,"72,476,000",TWD,[]
2170.TSE,Link and Motivation Inc.,Japan,Human Resource and Employment Services,"111,562,000",JPY,[]
7966.TSE,LINTEC Corporation,Japan,Commodity Chemicals,"68,358,800",JPY,[]
6715.TW,Lintes Technology Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,"62,087,000",TWD,[]
2731.TW,Lion Travel Service Co. Ltd.,Taiwan,Hotels Resorts and Cruise Lines,"93,220,200",TWD,[]
7366.TSE,LITALICO Inc.,Japan,Education Services,"35,676,700",JPY,[consumer-50]
2301.TW,Lite-On Technology Corporation,Taiwan,Technology Hardware Storage and Peripherals,"2,244,110,080",TWD,[]
5938.TSE,LIXIL Corporation,Japan,Building Products,"287,158,016",JPY,[]
1909.TW,Longchen Paper & Packaging Co. Ltd.,Taiwan,Paper Products,"1,325,650,048",TWD,[]
6290.TWO,Longwell Company,Taiwan,Electrical Components and Equipment,"153,504,000",TWD,[]
3533.TW,Lotes Co. Ltd,Taiwan,Electronic Components,"111,330,000",TWD,[tech-100]
005300.KO,Lotte Chilsung Beverage Co. Ltd.,South Korea,Soft Drinks and Non-alcoholic Beverages,"9,278,884",KRW,[consumer-50]
286940.KO,Lotte Data Communication Company,South Korea,IT Consulting and Other Services,"15,396,331",KRW,[]
020150.KO,Lotte Energy Materials Corporation,South Korea,Electronic Components,"46,110,835",KRW,[tech-100]
004000.KO,LOTTE Fine Chemical Co. Ltd.,South Korea,Diversified Chemicals,"25,800,000",KRW,[]
000400.KO,Lotte Non - Life Insurance Co. Ltd.,South Korea,Property and Casualty Insurance,"310,336,320",KRW,[]
089860.KO,LOTTE rental co.ltd.,South Korea,Passenger Ground Transportation,"36,634,063",KRW,[consumer-50]
023530.KO,Lotte Shopping Co. Ltd.,South Korea,Broadline Retail,"28,288,755",KRW,[consumer-50]
032350.KO,Lotte Tour Development Co. Ltd.,South Korea,Hotels Resorts and Cruise Lines,"75,570,798",KRW,[]
280360.KO,Lotte Wellfood Co.Ltd,South Korea,Packaged Foods and Meats,"9,434,574",KRW,[]
1795.TW,Lotus Pharmaceutical Co. Ltd.,Taiwan,Pharmaceuticals,"262,040,992",TWD,[]
006260.KO,LS Corp.,South Korea,Electrical Components and Equipment,"32,200,000",KRW,[]
010120.KO,LS ELECTRIC Co. Ltd.,South Korea,Electrical Components and Equipment,"30,000,000",KRW,[]
6192.TW,Lumax International Corp. Ltd.,Taiwan,Trading Companies and Distributors,"96,156,000",TWD,[]
6535.TWO,Lumosa Therapeutics Co. Ltd.,Taiwan,Pharmaceuticals,"163,093,825",TWD,[]
6753.TW,Lungteh Shipbuilding Co. Ltd.,Taiwan,Construction Machinery and Heavy Transportation Equipment,"107,750,000",TWD,[]
5530.TWO,Lungyen Life Service Corporation,Taiwan,Specialized Consumer Services,"420,084,000",TWD,[]
328130.KQ,Lunit Inc.,South Korea,Health Care Technology,"12,381,004",KRW,[]
085370.KQ,Lutronic Corporation,South Korea,Health Care Equipment,"25,871,695",KRW,[]
4979.TWO,LuxNet Corporation,Taiwan,Communications Equipment,"132,340,000",TWD,[tech-100]
108670.KO,LX Hausys Ltd.,South Korea,Building Products,"8,967,670",KRW,[]
383800.KO,LX Holdings Corp.,South Korea,Industrial Conglomerates,"76,280,690",KRW,[]
001120.KO,LX International Corp.,South Korea,Trading Companies and Distributors,"38,760,000",KRW,[]
108320.KO,LX Semicon Co. Ltd.,South Korea,Semiconductors,"16,264,300",KRW,[]
3661.TSE,m-up holdings Inc.,Japan,Application Software,"36,057,000",JPY,[tech-100]
6080.TSE,M&A Capital Partners Co.Ltd.,Japan,Investment Banking and Brokerage,"31,758,600",JPY,[]
9552.TSE,M&A Research Institute Holdings Inc.,Japan,Investment Banking and Brokerage,"57,982,900",JPY,[]
6643.TWO,M31 Technology Corporation,Taiwan,Semiconductors,"34,865,800",TWD,[]
6592.TSE,Mabuchi Motor Co. Ltd.,Japan,Electrical Components and Equipment,"65,186,500",JPY,[]
7095.TSE,Macbee Planet Inc.,Japan,Advertising,"3,577,980",JPY,[]
3132.TSE,Macnica Holdings Inc.,Japan,Technology Distributors,"60,557,000",JPY,[]
2337.TW,Macronix International Co. Ltd.,Taiwan,Semiconductors,"1,853,869,952",TWD,[]
7821.TSE,Maeda Kosen Co. Ltd.,Japan,Construction Materials,"30,359,100",JPY,[]
1477.TW,Makalot Industrial Co. Ltd.,Taiwan,Apparel Accessories and Luxury Goods,"241,856,992",TWD,[consumer-50]
6135.TSE,Makino Milling Machine Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,"23,881,500",JPY,[]
7033.TSE,Management Solutions co.Ltd.,Japan,Research and Consulting Services,"16,596,600",JPY,[]
7730.TSE,Mani Inc.,Japan,Health Care Supplies,"98,497,000",JPY,[]
439090.KQ,Manyo Factory Co. Ltd,South Korea,Personal Care Products,"16,378,260",KRW,[consumer-50]
6419.TSE,Mars Group Holdings Corporation,Japan,Leisure Products,"16,419,100",JPY,[consumer-50]
2288.TSE,Marudai Food Co. Ltd.,Japan,Packaged Foods and Meats,"25,020,600",JPY,[]
1333.TSE,Maruha Nichiro Corporation,Japan,Packaged Foods and Meats,"50,450,800",JPY,[]
8252.TSE,Marui Group Co. Ltd.,Japan,Consumer Finance,"189,346,000",JPY,[consumer-50]
5463.TSE,Maruichi Steel Tube Ltd.,Japan,Steel,"79,623,504",JPY,[]
7128.TSE,MARUKA FURUSATO Corporation,Japan,Trading Companies and Distributors,"25,327,800",JPY,[]
8613.TSE,Marusan Securities Co. Ltd.,Japan,Investment Banking and Brokerage,"65,522,900",JPY,[]
9068.TSE,Maruzen Showa Unyu Co. Ltd.,Japan,Cargo Ground Transportation,"20,289,200",JPY,[]
7456.TSE,MATSUDA SANGYO Co. Ltd.,Japan,Environmental and Facilities Services,"26,085,600",JPY,[]
8628.TSE,Matsui Securities Co. Ltd.,Japan,Investment Banking and Brokerage,"257,204,992",JPY,[]
4365.TSE,Matsumoto Yushi-Seiyaku Co.Ltd.,Japan,Specialty Chemicals,"2,901,740",JPY,[]
8237.TSE,Matsuya Co. Ltd.,Japan,Broadline Retail,"53,056,600",JPY,[consumer-50]
9887.TSE,Matsuya Foods Holdings Co. Ltd.,Japan,Restaurants,"19,063,700",JPY,[]
6454.TSE,Max Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,"46,829,400",JPY,[]
6810.TSE,Maxell Ltd.,Japan,Electronic Components,"45,824,400",JPY,[tech-100]
8198.TSE,Maxvalu Tokai Co.Ltd.,Japan,Food Retail,"31,835,400",JPY,[consumer-50]
6670.TSE,MCJ Co. Ltd.,Japan,Technology Hardware Storage and Peripherals,"98,259,000",JPY,[]
097520.KO,MCNEX Co. Ltd,South Korea,Electronic Components,"17,977,732",KRW,[tech-100]
7167.TSE,Mebuki Financial GroupInc.,Japan,Regional Banks,"1,038,510,016",JPY,[]
4971.TSE,MEC Company Ltd.,Japan,Specialty Chemicals,"18,889,300",JPY,[]
6547.TWO,Medigen Vaccine Biologics Corporation,Taiwan,Biotechnology,"328,364,000",TWD,[]
7749.TSE,Medikit Co.Ltd.,Japan,Health Care Equipment,"16,786,900",JPY,[]
7459.TSE,MediPal Holdings Corporation,Japan,Health Care Distributors,"212,158,000",JPY,[]
4480.TSE,Medley Inc.,Japan,Health Care Technology,"32,133,700",JPY,[]
086900.KQ,Medy-Tox Inc.,South Korea,Biotechnology,"7,298,468",KRW,[]
6944.TWO,Mega Union Technology Inc.,Taiwan,Industrial Machinery and Supplies and Components,"60,880,302",TWD,[]
6875.TSE,MegaChips Corporation,Japan,Semiconductors,"17,524,800",JPY,[]
215200.KQ,MegaStudyEdu Co. Ltd,South Korea,Education Services,"11,861,880",KRW,[consumer-50]
2270.TSE,MEGMILK SNOW BRAND Co.Ltd.,Japan,Packaged Foods and Meats,"67,543,400",JPY,[]
6508.TSE,Meidensha Corporation,Japan,Industrial Machinery and Supplies and Components,"45,368,500",JPY,[]
1976.TSE,MEISEI INDUSTRIAL Co.Ltd.,Japan,Construction and Engineering,"49,799,300",JPY,[]
9744.TSE,Meitec Corporation,Japan,Human Resource and Employment Services,"78,422,000",JPY,[]
6676.TSE,Melco Holdings Inc.,Japan,Technology Hardware Storage and Peripherals,"16,780,500",JPY,[]
7780.TSE,Menicon Co. Ltd.,Japan,Health Care Supplies,"76,011,104",JPY,[]
2905.TW,Mercuries & Associates Holding Ltd.,Taiwan,Life and Health Insurance,"1,073,840,000",TWD,[]
2867.TW,Mercuries Life Insurance Company Ltd.,Taiwan,Life and Health Insurance,"4,599,499,776",TWD,[]
6932.TWO,Mercury Biopharmaceutical Corporation,Taiwan,Pharmaceuticals,"415,961,760",TWD,[]
138040.KO,Meritz Financial Group Inc.,South Korea,Diversified Financial Services,"208,217,858",KRW,[]
2439.TW,Merry Electronics Co. Ltd.,Taiwan,Consumer Electronics,"219,387,008",TWD,[consumer-50]
6112.TW,Metaage Corporation,Taiwan,IT Consulting and Other Services,"188,356,992",TWD,[]
9551.TSE,METAWATER Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,"43,615,500",JPY,[]
140410.KQ,Mezzion Pharma Co.Ltd.,South Korea,Pharmaceuticals,"29,587,389",KRW,[]
2377.TW,Micro-Star International Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,"844,856,000",TWD,[]
4128.TWO,Microbio Co. Ltd.,Taiwan,Personal Care Products,"560,161,984",TWD,[consumer-50]
2314.TW,Microelectronics Technology Inc.,Taiwan,Communications Equipment,"238,028,000",TWD,[tech-100]
6564.TSE,Midac Holdings Co. Ltd.,Japan,Environmental and Facilities Services,"27,603,500",JPY,[]
3232.TSE,Mie Kotsu Group Holdings Inc.,Japan,Industrial Conglomerates,"99,839,600",JPY,[]
4919.TSE,Milbon Co. Ltd.,Japan,Personal Care Products,"32,525,700",JPY,[consumer-50]
418470.KQ,Millie Seojae.,South Korea,Publishing,"8,110,389",KRW,[]
9946.TSE,MINISTOP Co. Ltd.,Japan,Food Retail,"29,009,800",JPY,[consumer-50]
085620.KO,MIRAE ASSET Life Insurance Co. Ltd.,South Korea,Life and Health Insurance,"177,016,189",KRW,[]
006800.KO,Mirae Asset Securities Co. Ltd.,South Korea,Diversified Capital Markets,"605,316,408",KRW,[]
7931.TSE,Mirai Industry Co.Ltd.,Japan,Electrical Components and Equipment,"17,210,100",JPY,[]
8897.TSE,MIRARTH HOLDINGSInc.,Japan,Real Estate Development,"109,807,000",JPY,[]
9928.TSE,Miroku Jyoho Service Co. Ltd.,Japan,Application Software,"29,858,300",JPY,[tech-100]
3706.TW,MiTAC Holdings Corporation,Taiwan,Technology Hardware Storage and Peripherals,"1,206,560,000",TWD,[]
8066.TSE,Mitani Corporation,Japan,Trading Companies and Distributors,"91,365,600",JPY,[]
5273.TSE,Mitani Sekisan Co. Ltd.,Japan,Construction Materials,"18,353,600",JPY,[]
7280.TSE,Mitsuba Corporation,Japan,Automotive Parts and Equipment,"44,756,000",JPY,[]
4182.TSE,Mitsubishi Gas Chemical Company Inc.,Japan,Diversified Chemicals,"204,578,000",JPY,[]
8593.TSE,Mitsubishi HC Capital Inc.,Japan,Specialized Finance,"1,436,189,952",JPY,[]
7105.TSE,Mitsubishi Logisnext Co. Ltd.,Japan,Construction Machinery and Heavy Transportation Equipment,"106,633,000",JPY,[]
9301.TSE,Mitsubishi Logistics Corporation,Japan,Marine Ports and Services,"77,798,304",JPY,[]
5711.TSE,Mitsubishi Materials Corporation,Japan,Diversified Metals and Mining,"130,860,000",JPY,[]
7976.TSE,Mitsubishi Pencil Co. Ltd.,Japan,Office Services and Supplies,"56,671,700",JPY,[]
3636.TSE,Mitsubishi Research Institute Inc.,Japan,IT Consulting and Other Services,"16,251,100",JPY,[]
7451.TSE,Mitsubishi Shokuhin Co. Ltd.,Japan,Food Distributors,"43,438,300",JPY,[]
5192.TSE,Mitsuboshi Belting Ltd.,Japan,Industrial Machinery and Supplies and Components,"28,355,200",JPY,[]
4183.TSE,Mitsui Chemicals Inc.,Japan,Commodity Chemicals,"190,064,000",JPY,[]
2109.TSE,Mitsui DM Sugar Holdings Co. Ltd.,Japan,Packaged Foods and Meats,"32,423,800",JPY,[]
7003.TSE,MITSUI E&S Co. Ltd.,Japan,Construction Machinery and Heavy Transportation Equipment,"91,010,600",JPY,[]
1518.TSE,Mitsui Matsushima Holdings Co. Ltd.,Japan,Trading Companies and Distributors,"12,724,000",JPY,[]
5706.TSE,Mitsui Mining & Smelting Co. Ltd.,Japan,Diversified Metals and Mining,"57,138,100",JPY,[]
9302.TSE,MITSUI-SOKO HOLDINGS Co. Ltd.,Japan,Air Freight and Logistics,"24,910,800",JPY,[]
8131.TSE,Mitsuuroko Group Holdings Co.Ltd.,Japan,Oil and Gas Refining and Marketing,"59,470,400",JPY,[]
6005.TSE,Miura Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,"111,058,000",JPY,[]
002840.KO,Miwon Commercial Co. Ltd.,South Korea,Specialty Chemicals,"4,850,000",KRW,[]
268280.KO,Miwon Specialty Chemical Co. Ltd.,South Korea,Specialty Chemicals,"5,000,000",KRW,[]
3431.TSE,Miyaji Engineering GroupInc.,Japan,Construction and Engineering,"13,610,900",JPY,[]
6620.TSE,Miyakoshi Holdings Inc.,Japan,Real Estate Operating Companies,"40,014,000",JPY,[]
8425.TSE,Mizuho Leasing Company Limited,Japan,Specialized Finance,"48,410,700",JPY,[]
8022.TSE,Mizuno Corporation,Japan,Leisure Products,"25,563,500",JPY,[consumer-50]
095500.KQ,MNtech Co. Ltd.,South Korea,Commodity Chemicals,"31,009,999",KRW,[]
4534.TSE,Mochida Pharmaceutical Co. Ltd.,Japan,Pharmaceuticals,"35,649,300",JPY,[]
6269.TSE,MODEC Inc.,Japan,Oil and Gas Equipment and Services,"68,307,296",JPY,[]
3994.TSE,Money Forward Inc.,Japan,Application Software,"54,095,800",JPY,[tech-100]
2264.TSE,Morinaga Milk Industry Co. Ltd.,Japan,Packaged Foods and Meats,"44,110,900",JPY,[]
2201.TSE,Morinaga&Co. Ltd.,Japan,Packaged Foods and Meats,"45,944,100",JPY,[]
6455.TSE,Morita Holdings Corporation,Japan,Construction Machinery and Heavy Transportation Equipment,"43,806,900",JPY,[]
9837.TSE,Morito Co. Ltd.,Japan,Textiles,"27,232,400",JPY,[]
8153.TSE,Mos Food Services Inc.,Japan,Restaurants,"30,840,900",JPY,[]
6244.TWO,Motech Industries Inc.,Taiwan,Semiconductors,"387,041,984",TWD,[]
118990.KQ,Motrex Co. Ltd,South Korea,Automotive Parts and Equipment,"24,495,500",KRW,[]
7806.TSE,MTG Co. Ltd.,Japan,Personal Care Products,"39,402,100",JPY,[consumer-50]
7292.TSE,Murakami Corporation,Japan,Automotive Parts and Equipment,"12,157,300",JPY,[]
7220.TSE,Musashi Seimitsu Industry Co. Ltd.,Japan,Automotive Parts and Equipment,"65,336,900",JPY,[]
4726.TWO,Mycenax Biotech Inc.,Taiwan,Biotechnology,"205,824,000",TWD,[]
009900.KO,Myoung Shin Industrial Co.Ltd,South Korea,Automotive Parts and Equipment,"52,470,133",KRW,[]
6268.TSE,Nabtesco Corporation,Japan,Industrial Machinery and Supplies and Components,"120,006,000",JPY,[]
6474.TSE,Nachi-Fujikoshi Corp.,Japan,Industrial Machinery and Supplies and Components,"23,456,000",JPY,[]
2790.TSE,NAFCO Co. Ltd.,Japan,Home Improvement Retail,"28,562,600",JPY,[consumer-50]
7447.TSE,Nagaileben Co. Ltd.,Japan,Health Care Supplies,"32,104,300",JPY,[]
7715.TSE,Nagano Keiki Co. Ltd.,Japan,Electronic Equipment and Instruments,"19,042,200",JPY,[tech-100]
8012.TSE,Nagase & Co. Ltd.,Japan,Trading Companies and Distributors,"114,567,000",JPY,[]
9733.TSE,Nagase Brothers Inc.,Japan,Education Services,"26,326,200",JPY,[consumer-50]
2899.TSE,Nagatanien Holdings Co.Ltd.,Japan,Packaged Foods and Meats,"17,475,700",JPY,[]
9663.TSE,NAGAWA Co. Ltd.,Japan,Homebuilding,"15,724,200",JPY,[]
9942.TW,NAK Sealing Technologies Corporation,Taiwan,Industrial Machinery and Supplies and Components,"83,161,296",TWD,[]
5408.TSE,Nakayama Steel Works Ltd.,Japan,Steel,"54,137,300",JPY,[]
1702.TW,Namchow Holdings Co. Ltd.,Taiwan,Packaged Foods and Meats,"248,092,000",TWD,[]
025860.KO,Namhae Chemical Corporation,South Korea,Fertilizers and Agricultural Chemicals,"49,678,843",KRW,[]
7014.TSE,Namura Shipbuilding Co. Ltd.,Japan,Construction Machinery and Heavy Transportation Equipment,"69,336,400",JPY,[]
003920.KO,Namyang Dairy Products Co. Ltd,South Korea,Packaged Foods and Meats,"720,000",KRW,[]
4766.TW,Nan Pao Resins Chemical Co. Ltd.,Taiwan,Specialty Chemicals,"120,570,000",TWD,[]
9044.TSE,Nankai Electric Railway Co. Ltd.,Japan,Rail Transportation,"113,228,000",JPY,[]
2101.TW,Nankang Rubber Tire Corp.Ltd.,Taiwan,Tires and Rubber,"833,934,976",TWD,[]
2108.TW,NANTEX Industry Co. Ltd.,Taiwan,Specialty Chemicals,"492,416,992",TWD,[]
9937.TW,National Petroleum Co. Ltd.,Taiwan,Automotive Retail,"309,043,008",TWD,[consumer-50]
007390.KQ,NatureCell Co.Ltd.,South Korea,Biotechnology,"64,157,156",KRW,[]
8793.TSE,NEC Capital Solutions Limited,Japan,Specialized Finance,"21,529,400",JPY,[]
1973.TSE,NEC Networks & System Integration Corporation,Japan,IT Consulting and Other Services,"148,954,000",JPY,[]
033640.KQ,Nepes Corporation,South Korea,Semiconductors,"23,059,202",KRW,[]
217270.KQ,Neptune Company,South Korea,Interactive Home Entertainment,"46,506,928",KRW,[consumer-50]
5976.TSE,Neturen Co. Ltd.,Japan,Steel,"36,877,200",JPY,[]
348340.KQ,Neuromeka Co.Ltd.,South Korea,Industrial Machinery and Supplies and Components,"10,446,270",KRW,[]
002350.KO,Nexen Tire Corporation,South Korea,Tires and Rubber,"97,667,877",KRW,[]
225570.KQ,NEXON Games Co. Ltd.,South Korea,Interactive Home Entertainment,"65,786,770",KRW,[consumer-50]
3186.TSE,NEXTAGE Co. Ltd.,Japan,Automotive Retail,"79,563,696",JPY,[consumer-50]
5333.TSE,NGK Insulators Ltd.,Japan,Industrial Machinery and Supplies and Components,"306,291,008",JPY,[]
2282.TSE,NH Foods Ltd.,Japan,Packaged Foods and Meats,"102,504,000",JPY,[]
005940.KO,NH Investment & Securities Co. Ltd.,South Korea,Investment Banking and Brokerage,"331,665,921",KRW,[]
5991.TSE,NHK Spring Co. Ltd.,Japan,Automotive Parts and Equipment,"226,516,992",JPY,[]
034310.KO,NICE Holdings Co. Ltd.,South Korea,Specialized Finance,"37,882,300",KRW,[]
030190.KO,NICE Information Service Co. Ltd.,South Korea,Research and Consulting Services,"60,714,820",KRW,[]
5393.TSE,Nichias Corporation,Japan,Building Products,"66,331,800",JPY,[]
4218.TSE,Nichiban Co. Ltd.,Japan,Office Services and Supplies,"20,611,600",JPY,[]
6996.TSE,Nichicon Corporation,Japan,Electronic Components,"68,417,000",JPY,[tech-100]
9902.TSE,NICHIDEN Corporation,Japan,Trading Companies and Distributors,"30,890,500",JPY,[]
3090.TW,Nichidenbo Corporation,Taiwan,Technology Distributors,"212,656,992",TWD,[]
7943.TSE,Nichiha Corporation,Japan,Building Products,"36,229,500",JPY,[]
2871.TSE,Nichirei Corporation,Japan,Packaged Foods and Meats,"127,724,000",JPY,[]
5011.TSE,Nichireki Co. Ltd.,Japan,Construction and Engineering,"29,194,200",JPY,[]
5184.TSE,Nichirin Co. Ltd.,Japan,Automotive Parts and Equipment,"13,992,400",JPY,[]
6230.TW,Nidec Chaun-Choung Technology Corporation,Taiwan,Electronic Components,"86,343,000",TWD,[tech-100]
8464.TW,Nien Made Enterprise Co. LTD.,Taiwan,Home Furnishings,"293,020,000",TWD,[]
3341.TSE,NIHON CHOUZAI Co.Ltd.,Japan,Drug Retail,"29,914,300",JPY,[consumer-50]
4781.TSE,Nihon Housing Co.Ltd.,Japan,Diversified Real Estate Activities,"64,312,600",JPY,[]
6849.TSE,Nihon Kohden Corporation,Japan,Health Care Equipment,"84,126,400",JPY,[]
2127.TSE,Nihon M&A Center Holdings Inc.,Japan,Research and Consulting Services,"324,184,000",JPY,[]
4997.TSE,Nihon Nohyaku Co. Ltd.,Japan,Fertilizers and Agricultural Chemicals,"78,423,600",JPY,[]
4095.TSE,Nihon Parkerizing Co. Ltd.,Japan,Specialty Chemicals,"115,307,000",JPY,[]
6376.TSE,Nikkiso Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,"66,161,600",JPY,[]
9072.TSE,NIKKON Holdings Co.Ltd.,Japan,Cargo Ground Transportation,"64,129,100",JPY,[]
2001.TSE,Nippn Corporation,Japan,Packaged Foods and Meats,"77,964,000",JPY,[]
5302.TSE,Nippon Carbon Co. Ltd.,Japan,Electrical Components and Equipment,"11,043,500",JPY,[]
6929.TSE,Nippon Ceramic Co. Ltd.,Japan,Electronic Components,"23,591,900",JPY,[tech-100]
3315.TSE,Nippon Coke & Engineering Company Limited,Japan,Coal and Consumable Fuels,"291,025,984",JPY,[]
5563.TSE,Nippon Denko Co. Ltd.,Japan,Steel,"137,216,000",JPY,[]
1950.TSE,Nippon Densetsu Kogyo Co. Ltd.,Japan,Construction and Engineering,"61,472,200",JPY,[]
5214.TSE,Nippon Electric Glass Co. Ltd.,Japan,Electronic Components,"93,042,704",JPY,[tech-100]
4362.TSE,Nippon Fine Chemical Co. Ltd.,Japan,Specialty Chemicals,"22,809,100",JPY,[]
8174.TSE,Nippon Gas Co. Ltd.,Japan,Gas Utilities,"113,473,000",JPY,[]
9347.TSE,NIPPON KANZAI Holdings Co.Ltd.,Japan,Environmental and Facilities Services,"41,180,306",JPY,[]
4272.TSE,Nippon Kayaku Co. Ltd.,Japan,Specialty Chemicals,"165,771,008",JPY,[]
5703.TSE,Nippon Light Metal Holdings Company Ltd.,Japan,Aluminum,"61,923,800",JPY,[]
3863.TSE,Nippon Paper Industries Co. Ltd.,Japan,Paper Products,"115,539,000",JPY,[]
2353.TSE,NIPPON PARKING DEVELOPMENT Co.Ltd.,Japan,Environmental and Facilities Services,"316,340,992",JPY,[]
6490.TSE,Nippon Pillar Packing Co. Ltd.,Japan,Commodity Chemicals,"23,298,400",JPY,[]
