symbol,name,country,industry,shares,currency,indicies
2208.TSE,Bourbon Corporation,Japan,Packaged Foods and Meats,"24,024,400",JPY,[]
8415.TWO,Brighton-Best International (Taiwan) Inc.,Taiwan,Trading Companies and Distributors,"1,022,520,000",TWD,[]
6885.TWO,BRIM Biotechnology Inc.,Taiwan,Biotechnology,"115,754,000",TWD,[]
3673.TSE,Broadleaf Co. Ltd.,Japan,Application Software,"88,389,400",JPY,[tech-100]
3091.TSE,BRONCO BILLY Co.LTD.,Japan,Restaurants,"14,856,400",JPY,[]
6448.TSE,Brother Industries Ltd.,Japan,Technology Hardware Storage and Peripherals,"255,584,000",JPY,[]
003000.KO,Bukwang Pharmaceutical Co. Ltd.,South Korea,Pharmaceuticals,"71,063,049",KRW,[]
5930.TSE,Bunka Shutter Co. Ltd.,Japan,Building Products,"71,154,896",JPY,[]
4828.TSE,Business Engineering Corporation,Japan,IT Consulting and Other Services,"11,999,800",JPY,[]
7685.TSE,BuySell Technologies Co.Ltd.,Japan,Broadline Retail,"14,583,200",JPY,[consumer-50]
3540.TSE,C.I. Medical Co.Ltd.,Japan,Health Care Distributors,"9,999,860",JPY,[]
4215.TSE,C.I.TAKIRON Corporation,Japan,Commodity Chemicals,"97,282,704",JPY,[]
4966.TSE,C.Uyemura & Co.Ltd.,Japan,Specialty Chemicals,"16,176,300",JPY,[]
352480.KQ,C&C International Co. Ltd.,South Korea,Personal Care Products,"10,013,941",KRW,[consumer-50]
2229.TSE,Calbee Inc.,Japan,Packaged Foods and Meats,"124,925,000",JPY,[]
6919.TWO,Caliway Biopharmaceuticals Co. Ltd.,Taiwan,Pharmaceuticals,"61,554,893",TWD,[]
2698.TSE,Can Do Co. Ltd.,Japan,Broadline Retail,"15,975,500",JPY,[consumer-50]
016790.KQ,CANARIABIO Inc.,South Korea,Agricultural Products and Services,"172,793,805",KRW,[]
7739.TSE,Canon Electronics Inc.,Japan,Electronic Components,"40,871,900",JPY,[tech-100]
8060.TSE,Canon Marketing Japan Inc.,Japan,Technology Distributors,"129,676,000",JPY,[]
6024.TW,Capital Futures Corporation,Taiwan,Investment Banking and Brokerage,"210,438,000",TWD,[]
6005.TW,Capital Securities Corporation,Taiwan,Investment Banking and Brokerage,"2,170,909,952",TWD,[]
6153.TW,Career Technology (Mfg.) Co. Ltd.,Taiwan,Electronic Components,"554,177,984",TWD,[tech-100]
214370.KQ,Caregen Co. Ltd.,South Korea,Pharmaceuticals,"53,715,000",KRW,[]
2150.TSE,CareNet Inc.,Japan,Health Care Technology,"44,564,300",JPY,[]
8359.TWO,Cashbox Partyworld Co. Ltd.,Taiwan,Movies and Entertainment,"136,500,000",TWD,[entertainment-100]
5258.TW,Castles Technology Co. Ltd.,Taiwan,Electronic Equipment and Instruments,"98,771,600",TWD,[tech-100]
2474.TW,Catcher Technology Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,"680,364,032",TWD,[]
2664.TSE,Cawachi Limited,Japan,Drug Retail,"22,334,300",JPY,[consumer-50]
4880.TSE,CellSource Co. Ltd.,Japan,Life Sciences Tools and Services,"19,055,100",JPY,[]
091990.KQ,Celltrion Healthcare Co. Ltd.,South Korea,Health Care Distributors,"164,464,724",KRW,[]
068760.KQ,Celltrion Pharm Inc.,South Korea,Pharmaceuticals,"39,610,243",KRW,[]
4123.TWO,Center Laboratories Inc.,Taiwan,Pharmaceuticals,"594,755,968",TWD,[]
8117.TSE,Central Automotive Products Ltd.,Japan,Distributors,"18,381,700",JPY,[]
4044.TSE,Central Glass Co. Ltd.,Japan,Building Products,"24,780,200",JPY,[]
2851.TW,Central Reinsurance Corporation,Taiwan,Reinsurance,"800,388,992",TWD,[]
9740.TSE,Central Security Patrols Co. Ltd.,Japan,Security and Alarm Services,"14,590,100",JPY,[]
9958.TW,Century Iron and Steel Industrial Co.Ltd.,Taiwan,Steel,"233,296,992",TWD,[]
2072.TWO,Century Wind Power Co. Ltd.,Taiwan,Construction and Engineering,"120,000,000",TWD,[]
085660.KQ,CHA Biotech Co. Ltd.,South Korea,Health Care Facilities,"56,314,443",KRW,[]
8070.TW,Chang Wah Electromaterials Inc.,Taiwan,Technology Distributors,"673,372,992",TWD,[]
3962.TSE,CHANGE HoldingsInc.,Japan,IT Consulting and Other Services,"72,355,400",JPY,[]
3078.TWO,Channel Well Technology Co.Ltd.,Taiwan,Electronic Components,"227,391,008",TWD,[tech-100]
6062.TSE,Charm Care Corporation,Japan,Health Care Services,"32,629,400",JPY,[]
1215.TW,Charoen Pokphand Enterprise (Taiwan) Co. Ltd.,Taiwan,Packaged Foods and Meats,"294,791,008",TWD,[]
4164.TW,CHC Healthcare Group,Taiwan,Health Care Distributors,"164,967,008",TWD,[]
9930.TW,CHC Resources Corporation,Taiwan,Construction Materials,"248,540,000",TWD,[]
030000.KO,Cheil Worldwide Inc.,South Korea,Advertising,"115,041,225",KRW,[]
8210.TW,Chenbro Micom Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,"120,607,000",TWD,[]
1904.TW,Cheng Loong Corporation,Taiwan,Paper and Plastic Packaging Products and Materials,"1,108,269,952",TWD,[]
2105.TW,Cheng Shin Rubber Ind. Co. Ltd.,Taiwan,Tires and Rubber,"3,241,420,032",TWD,[]
2392.TW,Cheng Uei Precision Industry Co. Ltd.,Taiwan,Electronic Components,"477,262,016",TWD,[tech-100]
3013.TW,Chenming Electronic Tech. Corp.,Taiwan,Technology Hardware Storage and Peripherals,"195,935,008",TWD,[]
033100.KQ,Cheryong Electric Co.Ltd.,South Korea,Electrical Components and Equipment,"16,062,409",KRW,[]
1103.TW,Chia Hsin Cement Corporation,Taiwan,Construction Materials,"658,894,016",TWD,[]
2385.TW,Chicony Electronics Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,"722,689,984",TWD,[]
6412.TW,Chicony Power Technology Co. Ltd.,Taiwan,Electrical Components and Equipment,"399,040,992",TWD,[]
6561.TWO,Chief Telecom Inc.,Taiwan,Alternative Carriers,"77,819,400",TWD,[]
3561.TSE,Chikaranomoto Holdings Co.Ltd.,Japan,Restaurants,"30,029,600",JPY,[]
2355.TW,Chin-Poon Industrial Co. Ltd.,Taiwan,Electronic Components,"397,495,008",TWD,[tech-100]
2820.TW,China Bills Finance Corporation,Taiwan,Investment Banking and Brokerage,"1,342,960,000",TWD,[]
1305.TW,China General Plastics Corporation,Taiwan,Commodity Chemicals,"581,049,984",TWD,[]
1718.TW,China Man-Made Fiber Corporation,Taiwan,Commodity Chemicals,"1,341,680,000",TWD,[]
1532.TW,China Metal Products Co. Ltd.,Taiwan,Steel,"376,124,992",TWD,[]
2204.TW,China Motor Corporation,Taiwan,Automobile Manufacturers,"553,619,968",TWD,[]
1314.TW,China Petrochemical Development Corporation,Taiwan,Commodity Chemicals,"3,784,849,920",TWD,[]
1723.TW,China Steel Chemical Corporation,Taiwan,Specialty Chemicals,"232,150,000",TWD,[]
2002.TW,China Steel Corporation,Taiwan,Steel,"15,414,700,032",TWD,[]
2013.TW,China Steel Structure Co. Ltd.,Taiwan,Construction and Engineering,"200,000,000",TWD,[]
2612.TW,Chinese Maritime Transport Ltd.,Taiwan,Marine Transportation,"197,484,992",TWD,[]
6147.TWO,Chipbond Technology Corporation,Taiwan,Semiconductors,"738,675,968",TWD,[]
094360.KQ,Chips&Media Inc.,South Korea,Communications Equipment,"9,640,315",KRW,[tech-100]
6366.TSE,Chiyoda Corporation,Japan,Construction and Engineering,"258,972,000",JPY,[]
6586.TWO,CHO Pharma Inc.,Taiwan,Pharmaceuticals,"183,993,500",TWD,[]
5946.TSE,Chofu Seisakusho Co. Ltd.,Japan,Household Appliances,"34,112,800",JPY,[]
5534.TW,Chong Hong Construction Co. Ltd.,Taiwan,Diversified Real Estate Activities,"290,326,016",TWD,[]
185750.KO,Chong Kun Dang Pharmaceutical Corp.,South Korea,Pharmaceuticals,"12,568,464",KRW,[]
8014.TSE,Chori Co. Ltd.,Japan,Trading Companies and Distributors,"24,607,000",JPY,[]
2360.TW,Chroma ATE Inc.,Taiwan,Electronic Equipment and Instruments,"423,710,016",TWD,[tech-100]
5461.TSE,Chubu Steel Plate Co. Ltd.,Japan,Steel,"30,200,000",JPY,[]
1941.TSE,Chudenko Corporation,Japan,Construction and Engineering,"54,793,100",JPY,[]
5832.TSE,Chugin Financial GroupInc.,Japan,Regional Banks,"183,760,000",JPY,[]
4617.TSE,Chugoku Marine Paints Ltd.,Japan,Specialty Chemicals,"49,554,000",JPY,[]
2010.TW,Chun Yuan Steel Industry Co. Ltd.,Taiwan,Steel,"647,654,976",TWD,[]
278280.KQ,Chunbo Co. Ltd.,South Korea,Specialty Chemicals,"10,000,000",KRW,[]
2014.TW,Chung Hung Steel Corporation,Taiwan,Steel,"1,435,539,968",TWD,[]
4205.TWO,Chung Hwa Food Industrial Co. Ltd.,Taiwan,Packaged Foods and Meats,"88,772,000",TWD,[]
1905.TW,Chung Hwa Pulp Corporation,Taiwan,Paper Products,"1,086,889,984",TWD,[]
1513.TW,Chung-Hsin Electric and Machinery Manufacturing Corp.,Taiwan,Heavy Electrical Equipment,"485,807,008",TWD,[]
6510.TWO,Chunghwa Precision Test Tech. Co. Ltd.,Taiwan,Electronic Components,"32,789,000",TWD,[tech-100]
6923.TWO,CHUNGTAI RESOURCE Technology CORP.,Taiwan,Environmental and Facilities Services,"82,624,375",TWD,[]
097950.KO,CJ Cheiljedang Corporation,South Korea,Packaged Foods and Meats,"15,054,186",KRW,[]
000120.KO,CJ Logistics Corporation,South Korea,Air Freight and Logistics,"22,812,344",KRW,[]
6407.TSE,CKD Corporation,Japan,Industrial Machinery and Supplies and Components,"66,723,400",JPY,[]
8422.TW,Cleanaway Company Limited,Taiwan,Environmental and Facilities Services,"109,123,000",TWD,[]
2362.TW,Clevo Co.,Taiwan,Technology Hardware Storage and Peripherals,"585,216,000",TWD,[]
237880.KQ,CLIO Cosmetics Co.Ltd,South Korea,Personal Care Products,"18,071,353",KRW,[consumer-50]
2323.TW,CMC Magnetics Corporation,Taiwan,Technology Hardware Storage and Peripherals,"1,089,350,016",TWD,[]
6958.TSE,CMK Corporation,Japan,Electronic Components,"59,212,000",JPY,[tech-100]
8358.TWO,Co-Tech Development Corporation,Taiwan,Electronic Components,"252,588,000",TWD,[tech-100]
2579.TSE,Coca-Cola Bottlers Japan Holdings Inc.,Japan,Soft Drinks and Non-alcoholic Beverages,"179,340,000",JPY,[consumer-50]
7616.TSE,Colowide Co.Ltd.,Japan,Restaurants,"86,679,600",JPY,[]
2324.TW,Compal Electronics Inc.,Taiwan,Technology Hardware Storage and Peripherals,"4,357,130,240",TWD,[]
2313.TW,Compeq Manufacturing Co. Ltd.,Taiwan,Electronic Components,"1,191,820,032",TWD,[tech-100]
3032.TW,Compucase Enterprise Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,"112,286,000",TWD,[]
1721.TSE,COMSYS Holdings Corporation,Japan,Construction and Engineering,"120,282,000",JPY,[]
3844.TSE,Comture Corporation,Japan,IT Consulting and Other Services,"31,873,300",JPY,[]
6016.TWO,Concord Securities Co. Ltd.,Taiwan,Investment Banking and Brokerage,"594,454,976",TWD,[]
7186.TSE,Concordia Financial Group Ltd.,Japan,Regional Banks,"1,174,109,952",JPY,[]
3703.TW,Continental Holdings Corporation,Taiwan,Construction and Engineering,"823,216,000",TWD,[]
4371.TSE,Core Concept Technologies Inc.,Japan,IT Consulting and Other Services,"17,375,200",JPY,[]
4739.TW,Coremax Corporation,Taiwan,Specialty Chemicals,"106,360,000",TWD,[]
5371.TWO,Coretronic Corporation,Taiwan,Electronic Equipment and Instruments,"390,980,992",TWD,[tech-100]
6905.TSE,Cosel Co. Ltd.,Japan,Electrical Components and Equipment,"33,133,000",JPY,[]
005070.KO,Cosmo Advanced Materials & Technology Co. Ltd.,South Korea,Technology Hardware Storage and Peripherals,"30,650,756",KRW,[]
005420.KO,Cosmo Chemical Co. Ltd.,South Korea,Commodity Chemicals,"35,008,228",KRW,[]
5021.TSE,Cosmo Energy Holdings Co. Ltd.,Japan,Oil and Gas Refining and Marketing,"87,365,104",JPY,[]
4923.TSE,Cota Co. Ltd.,Japan,Personal Care Products,"25,680,000",JPY,[consumer-50]
5253.TSE,COVER Corporation,Japan,Movies and Entertainment,"61,124,200",JPY,[entertainment-100]
033290.KQ,COWELL FASHION Co.Ltd,South Korea,Apparel Accessories and Luxury Goods,"88,500,234",KRW,[consumer-50]
282880.KQ,COWINTECH Co. Ltd.,South Korea,Industrial Machinery and Supplies and Components,"10,560,379",KRW,[]
3458.TSE,CRE Inc.,Japan,Diversified Real Estate Activities,"28,407,500",JPY,[]
3387.TSE,create restaurants holdings inc.,Japan,Restaurants,"210,207,008",JPY,[]
3148.TSE,Create SD Holdings Co. Ltd.,Japan,Drug Retail,"63,218,500",JPY,[consumer-50]
222080.KQ,Creative & Innovative System Corporation,South Korea,Industrial Machinery and Supplies and Components,"70,188,384",KRW,[]
8253.TSE,Credit Saison Co. Ltd.,Japan,Consumer Finance,"156,328,000",JPY,[consumer-50]
4763.TSE,CREEK & RIVER Co. Ltd.,Japan,Human Resource and Employment Services,"22,262,300",JPY,[]
4674.TSE,Cresco Ltd.,Japan,Application Software,"20,635,400",JPY,[tech-100]
2528.TW,Crowell Development Corp.,Taiwan,Diversified Real Estate Activities,"379,996,992",TWD,[]
112610.KO,CS Wind Corporation,South Korea,Heavy Electrical Equipment,"42,171,403",KRW,[]
2208.TW,CSBC Corporation,Taiwan,Construction Machinery and Heavy Transportation Equipment,"931,787,008",TWD,[]
9933.TW,CTCI Corporation,Taiwan,Construction and Engineering,"800,361,984",TWD,[]
9621.TSE,CTI Engineering Co. Ltd.,Japan,Construction and Engineering,"13,864,600",JPY,[]
2231.TW,Cub Elecparts Inc.,Taiwan,Automotive Parts and Equipment,"140,824,992",TWD,[]
9158.TSE,CUC Inc.,Japan,Health Care Services,"29,990,400",JPY,[]
192400.KO,Cuckoo Holdings Co. Ltd.,South Korea,Household Appliances,"35,562,185",KRW,[]
284740.KO,CUCKOO Homesys Co. Ltd,South Korea,Computer and Electronics Retail,"22,437,330",KRW,[consumer-50]
060280.KQ,Curexo Inc.,South Korea,Food Distributors,"40,955,990",KRW,[]
445680.KQ,Curiox Biosystems Co. Ltd,South Korea,Life Sciences Tools and Services,"8,012,492",KRW,[]
7085.TSE,CURVES HOLDINGS Co. Ltd.,Japan,Leisure Facilities,"92,057,400",JPY,[consumer-50]
3617.TW,Cyber Power Systems Inc.,Taiwan,Electrical Components and Equipment,"87,676,000",TWD,[]
7779.TSE,CYBERDYNE Inc.,Japan,Health Care Equipment,"137,434,000",JPY,[]
4776.TSE,Cybozu Inc.,Japan,Application Software,"45,878,300",JPY,[tech-100]
2332.TW,D-Link Corporation,Taiwan,Communications Equipment,"594,403,008",TWD,[tech-100]
2535.TW,Da-Cin Construction Co.Ltd.,Taiwan,Construction and Engineering,"324,864,992",TWD,[]
6177.TW,Da-Li Development Co.Ltd.,Taiwan,Real Estate Development,"407,305,984",TWD,[]
000490.KO,Daedong Corporation,South Korea,Agricultural and Farm Machinery,"25,299,961",KRW,[]
353200.KO,DAEDUCK ELECTRONICS Co. Ltd.,South Korea,Electronic Components,"49,416,925",KRW,[tech-100]
078600.KQ,Daejoo Electronic Materials Co. Ltd.,South Korea,Electronic Components,"15,480,593",KRW,[tech-100]
001680.KO,Daesang Corporation,South Korea,Packaged Foods and Meats,"34,648,025",KRW,[]
000430.KO,Daewon Kang Up Co. Ltd.,South Korea,Automotive Parts and Equipment,"62,000,000",KRW,[]
003220.KO,Daewon Pharmaceutical Co. Ltd.,South Korea,Pharmaceuticals,"21,964,670",KRW,[]
047040.KO,Daewoo Engineering & Construction Co. Ltd.,South Korea,Construction and Engineering,"415,622,638",KRW,[]
003090.KO,Daewoong Co. Ltd.,South Korea,Pharmaceuticals,"58,141,980",KRW,[]
069620.KO,Daewoong pharmaceutical Co.Ltd,South Korea,Pharmaceuticals,"11,586,575",KRW,[]
1980.TSE,Dai-Dan Co. Ltd.,Japan,Construction and Engineering,"42,819,800",JPY,[]
4202.TSE,Daicel Corporation,Japan,Diversified Chemicals,"285,635,008",JPY,[]
5471.TSE,Daido Steel Co. Ltd.,Japan,Steel,"42,625,800",JPY,[]
9336.TSE,Daiei Kankyo Co. Ltd.,Japan,Environmental and Facilities Services,"99,892,900",JPY,[]
6622.TSE,DAIHEN Corporation,Japan,Heavy Electrical Equipment,"24,539,300",JPY,[]
1822.TSE,Daiho Corporation,Japan,Construction and Engineering,"17,629,300",JPY,[]
8059.TSE,Daiichi Jitsugyo Co. Ltd.,Japan,Trading Companies and Distributors,"31,676,300",JPY,[]
7458.TSE,Daiichikosho Co. Ltd.,Japan,Movies and Entertainment,"107,194,000",JPY,[entertainment-100]
7905.TSE,Daiken Corporation,Japan,Forest Products,"26,071,900",JPY,[]
5702.TSE,Daiki Aluminium Industry Co. Ltd.,Japan,Aluminum,"40,511,700",JPY,[]
6430.TSE,Daikoku Denki Co. Ltd.,Japan,Leisure Products,"14,782,900",JPY,[consumer-50]
2791.TSE,Daikokutenbussan Co.Ltd.,Japan,Food Retail,"13,928,700",JPY,[consumer-50]
4246.TSE,DaikyoNishikawa Corporation,Japan,Automotive Parts and Equipment,"71,072,096",JPY,[]
4116.TSE,Dainichiseika Color & Chemicals Mfg. Co. Ltd.,Japan,Commodity Chemicals,"18,491,100",JPY,[]
3880.TSE,Daio Paper Corporation,Japan,Paper Products,"166,196,000",JPY,[]
7327.TSE,Daishi Hokuetsu Financial Group Inc.,Japan,Regional Banks,"44,933,000",JPY,[]
003540.KO,Daishin Securities Co.Ltd,South Korea,Investment Banking and Brokerage,"50,773,400",KRW,[]
4577.TSE,Daito Pharmaceutical Co.Ltd.,Japan,Pharmaceuticals,"15,852,200",JPY,[]
6459.TSE,Daiwa Industries Ltd.,Japan,Industrial Machinery and Supplies and Components,"49,364,300",JPY,[]
3107.TSE,Daiwabo Holdings Co. Ltd.,Japan,Technology Distributors,"93,464,496",JPY,[]
032190.KQ,Daou Data Corp.,South Korea,Investment Banking and Brokerage,"38,300,000",KRW,[]
023590.KO,Daou Technology Inc.,South Korea,Investment Banking and Brokerage,"44,866,617",KRW,[]
8163.TW,Darfon Electronics Corp.,Taiwan,Technology Hardware Storage and Peripherals,"280,000,000",TWD,[]
6120.TW,Darwin Precisions Corporation,Taiwan,Semiconductors,"665,555,008",TWD,[]
068240.KQ,Dawonsys Co.Ltd.,South Korea,Construction Machinery and Heavy Transportation Equipment,"34,263,437",KRW,[]
5234.TW,Daxin Materials Corporation,Taiwan,Specialty Chemicals,"102,716,000",TWD,[]
000990.KO,DB HiTek CO. LTD.,South Korea,Semiconductors,"44,398,588",KRW,[]
012030.KO,DB Inc.,South Korea,IT Consulting and Other Services,"201,173,933",KRW,[]
005830.KO,DB Insurance Co. Ltd.,South Korea,Property and Casualty Insurance,"70,800,000",KRW,[]
3050.TSE,DCM Holdings Co. Ltd.,Japan,Home Improvement Retail,"134,608,000",JPY,[consumer-50]
376300.KQ,DEAR U Co. LTD.,South Korea,Application Software,"23,738,406",KRW,[tech-100]
2530.TW,Delpha Construction Co.Ltd.,Taiwan,Real Estate Operating Companies,"839,987,968",TWD,[]
2484.TSE,Demae-Can Co.Ltd,Japan,Restaurants,"131,664,000",JPY,[]
4061.TSE,Denka Company Limited,Japan,Commodity Chemicals,"86,229,800",JPY,[]
145720.KO,Dentium CO. LTD,South Korea,Health Care Equipment,"11,068,830",KRW,[]
6517.TSE,Denyo Co. Ltd.,Japan,Electrical Components and Equipment,"21,437,200",JPY,[]
6605.TW,Depo Auto Parts Industrial Co. Ltd.,Taiwan,Automotive Parts and Equipment,"165,816,000",TWD,[]
8114.TSE,Descente Ltd.,Japan,Apparel Accessories and Luxury Goods,"75,504,200",JPY,[consumer-50]
194480.KQ,Devsisters corporation,South Korea,Interactive Home Entertainment,"11,985,160",KRW,[consumer-50]
2397.TW,DFI Inc.,Taiwan,Technology Hardware Storage and Peripherals,"114,489,000",TWD,[]
139130.KO,DGB Financial Group Co. Ltd.,South Korea,Regional Banks,"169,145,833",KRW,[]
001530.KO,Di Dong Il Corporation,South Korea,Textiles,"26,040,677",KRW,[]
4631.TSE,DIC Corporation,Japan,Specialty Chemicals,"94,652,800",JPY,[]
2326.TSE,Digital Arts Inc.,Japan,Systems Software,"13,903,900",JPY,[tech-100]
5609.TWO,Dimerco Express Corporation,Taiwan,Air Freight and Logistics,"139,888,000",TWD,[]
6585.TW,DingZing Advanced Materials Inc.,Taiwan,Specialty Chemicals,"69,243,000",TWD,[]
039840.KQ,DIO Corporation,South Korea,Health Care Equipment,"15,881,755",KRW,[]
2379.TSE,DIP Corporation,Japan,Human Resource and Employment Services,"55,002,300",JPY,[]
375500.KO,DL E&C Co.Ltd.,South Korea,Construction and Engineering,"38,693,623",KRW,[]
000210.KO,DL Holdings CO. LTD.,South Korea,Commodity Chemicals,"20,955,884",KRW,[]
6141.TSE,DMG Mori Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,"125,481,000",JPY,[]
007340.KO,DN Automotive Corporation,South Korea,Automotive Parts and Equipment,"9,994,005",KRW,[]
026960.KO,Dong Suh Companies Inc.,South Korea,Food Distributors,"99,700,000",KRW,[]
000640.KO,Dong-A Socio Holdings Co. Ltd.,South Korea,Pharmaceuticals,"6,348,913",KRW,[]
170900.KO,Dong-A ST Co. Ltd.,South Korea,Pharmaceuticals,"8,614,870",KRW,[]
005290.KQ,Dongjin Semichem Co. Ltd.,South Korea,Specialty Chemicals,"51,414,494",KRW,[]
086450.KQ,DongKook Pharmaceutical Co. Ltd.,South Korea,Pharmaceuticals,"44,460,000",KRW,[]
460860.KO,Dongkuk Steel Mill Company Limited,South Korea,Steel,"49,608,017",KRW,[]
033500.KQ,Dongsung FineTec Co. Ltd.,South Korea,Specialty Chemicals,"29,989,494",KRW,[]
025900.KQ,Dongwha Enterprise Co.Ltd,South Korea,Forest Products,"20,215,395",KRW,[]
049770.KO,Dongwon F&B Co. Ltd.,South Korea,Packaged Foods and Meats,"19,295,620",KRW,[]
006040.KO,Dongwon Industries Co. Ltd.,South Korea,Packaged Foods and Meats,"46,482,665",KRW,[]
014820.KO,Dongwon Systems Corporation,South Korea,Metal Glass and Plastic Containers,"28,991,282",KRW,[]
094170.KQ,Dongwoon Anatech Co. Ltd.,South Korea,Semiconductors,"18,952,781",KRW,[]
131970.KQ,DOOSAN TESNA Inc.,South Korea,Semiconductors,"14,759,577",KRW,[]
7483.TSE,Doshisha Co.Ltd.,Japan,Distributors,"34,140,900",JPY,[]
